core
- Bryan Housel: 113
- Hartmut Holzgraefe: 55
- Kevin Bullock: 197
- Andy Allan: 107
- Paul Norman and Matthijs Melissen: 109

innovation
- Tobias Zwick: 144
- OpenTopoMap maintainers: 115
- Michael Straßburger: 50
- Yuri Astrakhan: 59
- Sajjad Anwar: 131

writing
- Ramani Huria: 122
- Carto'Cité: 78
- Arun Ganesh (PlaneMad): 77
- BushmanK: 70
- Joost Schouppe: 98

mapping
- katpatuka: 118
- Bishal Bhandari: 85
- Russell Deffner: 136
- xscvxc: 76
- Jochen Topf: 148

community
- Pete Masters aka pedrito1414: 139
- John Sturdy: 47
- Andrew Braye: 86
- Tony Emery & Jean-Louis Zimmermann: 70
- Jessica Salo: 26

latam
- Marco Antonio: 46
- Peru Flood response team: 71
- Miriam Gonzalez - mapanauta: 84
- GeoChicas: 87
- Fundación Openstreetmap Colombia: 85

africa
- Fatima Ahler: 85
- State of the Map Africa Organising Team: 175
- Nathalie Sidibe: 87
- Mohamed Marrouchi: 26
- Lamine Ndiaye: 58

asia
- PlaneMad: 66
- Tokyo Town walk Mapping Party: 36
- OpenStreetMap Bangladesh: 77
- Humanitarian OpenStreetMap Team Indonesia: 143
- Kathmandu Living Labs: 123

ulf
- Christoph Hormann (aka imagico): 62
- Martin Raifer: 149
- Dr Nama Budhathoki: 105
- Richard Fairhurst: 100
- Miriam Gonzalez: 100

,,,,,,,4,
,,,3,,,,4,
,,1,,,,,,
4,3,2,1,4,5,2,3,4
45,15,3,15,,14,135,5,124
3,1,1,3,1,2,2,4,4
135,,1,13,13,3,2,35,345
,,,2,,,,5,3
1,5,5,3,1,3,3,4,2
4,5,5,4,3,3,3,3,3
5,1,3,5,,1,,,4
,,1,,,,,,
145,45,45,14,124,14,23,3,4
13,4,,1,12,5,4,4,5
2,2,2,1,4,4,3,4,3
45,125,5,15,2,4,3,5,125
,,,,,,,4,
13,5,135,235,13,23,23,1345,235
,,,,,,1,,
35,35,5,34,1,5,2,3,45
2,3,2,5,2,3,3,5,
3,,,5,,,,,12
,,,,,,,4,
35,,,5,,,,,2
45,23,2,5,,,2,,24
13,2,1,2,,3,12,5,3
145,145,1235,123,14,2345,12,12345,35
124,1,13,234,,23,12,145,23
35,123,34,45,13,,2,,124
,,,,,5,,,
,,,,5,3,5,2,5
,,,2,,,,5,3
2,2,1,3,3,1,3,4,5
4,2,2,2,5,4,1,3,3
,,1,,,,13,,
2,23,,5,,,,,12
3,5,1,3,1,3,2,4,35
5,1,,5,1,,,,4
4,2,1,15,5,5,2,4,3
3,5,2,4,3,2,2,1,5
1,15,1,23,3,2,2,5,3
3,5,3,134,1,5,2,4,3
3,1,5,2,2,5,2,3,5
345,35,,5,,,,,24
,,,,,,5,,
3,5,4,5,5,4,2,3,5
,,,,,,5,,
1,,1,,4,4,2,3,5
,,5,,,,,,
1,2,5,4,4,2,14,3,2
,,1,3,35,1,2,5,3
,,,,,,,5,3
134,15,13,1234,123,35,123,345,35
1,5,3,5,4,2,,145,
3,5,1,3,1,3,2,4,3
,,,,,,3,,
5,,,1,,,,,2
,,,,,,,4,
,,,,,,,4,
,,,,,,,4,
,,,2,,,,5,3
13,,,,,,,,
5,1,15,35,25,34,14,2,1
,,,,,,,4,
,,,,,1,,,
3,2,4,3,1,2,2,1,2
,,,,,,,4,
1,5,3,1,4,3,2,1,5
145,3,1,1,14,15,2,45,23
3,,4,14,,,,,3
1345,4,,14,,,,,
5,,3,,,,5,,
13,,1,,3,235,,,5
25,2,3,1,,,2,5,14
3,1,2,5,5,,,,2
,,,,,5,,,
45,5,,5,,,,,4
,,,,,,5,,
1,2,5,1,1,2,3,1,2
5,4,4,2,,4,4,5,3
5,5,1,1,2,5,2,34,4
,,,,,,3,,
,,4,1,,,,,
1,,,,1,,,,
4,2,,5,,,,,1
45,1,,35,5,4,13,2,1
345,45,5,3,4,234,2,5,45
,2,,5,,,2,5,2
,,,2,,,,5,3
3,1,,5,,,3,4,
3,5,1,4,4,2,1,4,5
1,,,3,1,,,,2
3,1,2,2,1,,2,5,3
35,14,35,45,3,3,5,1,24
3,2,1,3,3,,1,3,
4,1,,5,,,,2,1
,,,2,,,,5,3
2,1,1,5,2,4,1,5,2
,,,,,,,4,
3,4,1,23,1,2,2,4,3
23,2,5,,4,1,2,3,
,,,,4,,,,2
,,,3,,,2,,
14,1,,,,,,,2
,5,34,5,1,,,,1
,,1,,,,,,
2,1,,3,,,1,2,2
2,1,5,5,3,5,23,4,15
4,125,5,3,4,5,2,4,
345,,5,,,,,,24
5,2,2,4,3,2,5,1,5
3,2,25,45,3,23,13,14,24
4,5,5,5,4,,1,2,2
35,13,5,5,2,,2,,14
4,,,,,,,,4
35,1235,45,1,4,34,1,5,45
,245,3,1,3,1,,1,24
3,1,2,5,,4,,5,
3,1,2,1,3,,,,
23,1,5,5,5,34,13,15,24
35,,1,,,45,23,,25
,2,,,,,,,
,,3,3,1,,,5,
,,,2,,,,5,3
,,,2,,,,5,3
,,,1,,,,,
3,2,2,5,4,5,3,2,2
13,5,23,3,1,5,4,3,23
,,,,,5,,4,
,,,,,,,4,
2,5,2,3,3,4,2,5,3
145,145,,125,14,,,,2
,,,,,,,3,
,,,,3,,,,
35,14,45,4,13,35,123,1345,124
3,1,4,4,13,,,,5
,,,,,,,4,
3,2,3,1,4,5,2,4,5
,,2,,4,,,,
3,,12,3,3,2,2,5,5
1235,1,124,12345,1345,,12345,1345,12
15,125,3,12345,13,,,,1
5,5,1,2,5,4,2,5,3
5,2,,5,,,,,2
35,25,,5,,,,,
,,,2,,,,5,3
5,2,1,3,2,25,123,45,3
1,5,1,3,1,23,3,4,2
5,14,,,,,,,
2,3,,,,,,,
,1,2,3,4,,3,,2
1,5,1,3,1,5,2,4,2
23,15,5,5,2,4,2,,124
3,1,4,1,1,,5,1,2
,,,,,,,,2
4,2,4,4,1,1,4,2,2
,,3,,,5,,,2
1,5,5,3,1,1,4,3,5
,,,1,,,,,
4,1,5,1,1,,,,4
5,5,3,12,13,,,3,3
,,,45,,,,,2
135,12,3,35,1,134,13,5,1235
,,,1,,,,,
,,,1,,,,,
3,2,5,1,1,1,2,3,25
,,1,,,,,,
1,1,5,2,1,2,2,5,3
,,,1,,,,,
1,1,3,1,3,,2,5,
4,,,,,,1,,2
5,124,,,,,2,24,4
,5,5,,4,14,,,2
,2,,35,1,,,5,2
,,1,,,,,,
,,,2,,,,5,3
35,3,4,5,,,,,12
235,3,34,15,,,,,
3,5,1,3,3,2,2,4,5
23,24,4,4,,,,,
1,14,,13,,,,,24
4,2,,5,,,,,4
,,,,,,,2,
5,2,5,5,3,3,1,5,4
3,5,1,3,1,3,2,4,35
4,,5,5,,,,1,
,,1,,,,,,
5,1,24,12345,34,3,13,1234,25
,,,,,,3,,
4,1,4,5,5,,,,2
,,,,,,5,,
1,2,1,3,3,12,2,4,4
3,1,2,2,1,,2,5,3
3,5,2,2,1,4,2,5,3
,1,,,,,,,
4,1,1,3,14,5,2,3,3
14,12,45,145,134,14,3,15,12
1,1,5,3,1,4,2,3,5
3,5,2,1,2,5,1,3,4
345,125,2345,145,3,4,,4,2
5,2,2,1,4,,2,,2
1,4,5,,,3,2,5,4
1,5,1,3,1,4,2,4,5
3,5,2,3,1,5,2,4,4
4,5,3,1,2,5,4,4,2
23,134,,1,,35,,,
,,,,1,4,,,5
,,,,,5,,,
3,5,3,5,3,5,4,4,4
,,,,,,5,,
,,,,,,,1,
145,5,3,345,14,34,123,12,124
,,,,,,1,,
13,1,5,4,,13,12,,14
,,,,,,5,,
,,,,,5,,,
134,235,345,1245,1,25,2,34,12345
1,2,1,2,3,1,3,4,1
,,,2,,,,5,3
345,,,35,,,,,12
,,,,,5,,,
345,125,4,5,,,,,
12,25,1,34,12,45,123,45,25
,15,23,4,,15,,3,2
34,1,5,,,,,5,2
2,4,2,1,1,3,2,4,5
3,1,5,4,1,5,2,4,5
145,15,2,5,4,,2,1,4
3,1,3,2,,,2,5,3
3,1,,3,,,,,
,,1,,,,,,
,,,,3,,,5,
,,,,,,5,,
,,,,,,3,,
34,145,34,15,4,14,1,25,245
1,2,1,5,4,,,,5
,,,,13,,,,
,,1,,,,,,
3,45,4,14,1,,15,13,24
12345,12345,12345,12345,12345,12345,12345,3,12345
3,,5,2,5,,,5,3
1,134,2,5,4,,,,2
4,4,2,,4,,3,,
,,1,,,,,4,
34,2,1,1,3,,2,,
3,,5,3,13,,123,3,5
,,,,,4,,,
,,,,,5,,,
3,4,5,35,1,4,3,4,4
,,,,,,5,,
,,,,,5,,,
,,,,,,,5,3
3,1,4,1,1,3,2,1,5
3,1,12,13,1,23,15,3,5
234,5,345,12345,14,4,13,15,2
,,,,,,,4,
1,,,2,1,5,2,5,3
,,,,,5,,,
,,1,3,5,3,5,3,5
,,,3,1,,,4,
,,1,,,,,,
45,2,,,,,,,1
12345,12345,12345,12345,12345,12345,12345,12345,12345
3,3,1,2,1,1,5,1,2
24,2,,45,,,,,124
1345,14,3,135,1,1,2,,24
3,3,1,5,4,2,2,3,1
3,2,5,4,3,3,1,5,5
,,1,,,,,,
,,5,23,13,,123,45,23
134,1234,23,1245,4,5,35,1,23
,,,,,,,2,
4,3,2,1,4,3,,,2
23,25,15,15,1,3,3,4,1
3,5,3,23,13,245,12,1,23
,,,,,,,,2
,,1,,,,,,
,,,,,3,,,5
1235,1,4,124,,,,,
1,,,,,,,3,
,,,,,5,,,
4,2,5,5,1,3,2,1,2
35,1245,12,345,134,,,,135
,,,,,,,2,
,,,,,5,,,
1345,12345,12345,12345,3,234,123,12345,12345
4,,,3,1,,14,3,
23,15,2,12,14,3,1235,5,5
1,235,5,5,,,,,
,,,,,,,4,
,,1,,,,,,
5,5,3,5,4,,3,1,1
3,1,4,3,,,,2,
,,,,,,,4,
45,3,,5,,,,,124
,,,2,,,,5,3
,,1,,,,,,
1,5,3,2,4,1,3,1,5
24,5,,5,2,145,12345,1235,12
,,,,,,5,,
1234,125,13,135,15,345,123,345,345
,,,,,,5,,
1345,13,2,1,,,,14,4
4,,1,3,1,3,13,4,5
3,23,5,1,1,4,2,2,1
1,1,4,35,4,345,2,14,24
4,15,45,15,,,,,4
1,5,2,3,,,,4,
,,1,3,,,,,
3,5,3,2,4,5,13,5,35
,,,,,4,,,
5,2,1,3,1,3,1,5,4
,,,,,,,4,
3,5,1,3,,,2,4,2
5,1,2,5,3,2,2,4,14
,,1,,,,,,
135,123,,,,,,,
2,4,5,5,34,1,1,5,5
,,1,,,,,,
,,,,,45,,,
3,1,,,,4,,,
,,,2,,,2,5,3
,,,3,,,2,,
,,,,,,15,,
,,,,,5,,,
4,2,5,1,4,3,2,5,4
135,25,5,35,4,,,,4
2,2,,1,,,,,1
3,1,2,2,1,2,2,5,3
2,2,5,5,4,5,2,2,2
1,1,5,5,2,2,3,3,4
,,,,,,,5,3
5,3,,5,,,,5,2
,,,,,5,,,
4,3,1,5,3,2,2,4,4
,,,,,,,,2
3,5,3,5,2,4,2,3,1
5,2,5,5,,4,,,4
34,15,2,45,4,,,,
,,,,,,5,,
,,2,3,4,,123,,
,,1,,,,,,
,,,,,,3,,
23,2,2,1,12,,,,1245
1,1,5,3,1,4,2,3,5
45,25,5,12,24,,2,23,1
5,2,,5,,,,5,2
,,,,,,,4,
4,4,2,5,1,2,3,2,2
1,45,1,35,13,25,124,12,124
,,,,,,,4,
13,2,2,134,,,,,
3,2,5,3,4,5,45,1,23
34,25,2,15,135,34,134,35,45
1,1,1,3,,25,2,5,2
5,4,5,5,1,3,1,4,2
,,1,,,,,,
2,4,4,4,3,4,1,3,2
13,124,,,23,,2,,
,,,,,,5,,
14,124,35,135,2,245,,13,45
4,1,5,4,4,,,,2
4,4,1,2,1,2,2,4,5
,,5,,1,,,,
3,5,2,5,2,,,,
,,,,,,,4,
,,,2,,,,5,3
,,,,,,1,,
1,1,2,1,1,3,5,4,4
2,2,5,5,4,4,1,3,1
,,,2,,,,,
3,3,1,5,1,3,2,4,3
45,2,,5,4,,,,2
,,,5,,,,,2
,,,,,,3,,
,,,3,,,12,,
,,,5,,,2,45,2
45,23,35,15,,,,,4
1,5,3,1,3,2,2,1,2
3,23,,4,2,,,,2
,,1,,,,,,
,1,,,,,,,
,,,,,,,3,
,,5,3,1,5,1,4,5
145,,,,,,,2,
1,5,5,1,1,3,2,4,4
15,14,,134,1,12345,2,4,5
5,1,,5,3,12,23,35,24
3,1,5,4,2,5,3,4,1
23,23,,13,,34,,4,2
13,5,13,3,13,2345,23,1345,35
3,24,2,2,,,,45,3
,,,,,,,3,
2,1,2,5,,,2,3,2
3,5,1,3,1,3,2,4,5
,,,2,,,,5,3
3,5,1,3,3,4,5,4,5
5,2,,,,,4,,
13,25,13,14,34,24,2,134,124
1,5,34,234,13,,13,,24
,,,,,,5,,
,,,,,,,4,
1,,1,3,2,4,2,3,5
,,,,,5,,,
3,,4,15,,,,,
,,,,,,135,,
2345,123,35,1345,2,12345,12345,12345,12345
1345,15,35,135,13,,13,145,24
5,2,,15,,4,1,2,4
,,5,3,1,4,2,5,3
,,1,,,,,,
14,145,12345,45,,1235,,,
3,5,1,3,1,3,2,4,5
,,,,,,5,,
2,5,3,2,1,4,3,3,5
,,,23,,4,23,5,3
,,,1,,,,,
,,,,,,5,,
13,15,134,134,13,125,12,134,35
2,1,4,,,,,,
13,5,1,3,1,3,2,45,35
3,2,4,45,3,5,3,4,2
1,1,2,2,3,,2,5,3
1,1,5,3,1,4,2,3,5
,,1,3,,,,,
3,5,,,,,,,14
3,1,5,3,1,2,2,3,2
12345,25,,23,134,2,2,4,4
245,23,45,5,,,,,124
3,5,1,3,1,3,2,4,235
13,35,35,125,,23,23,145,235
3,1,1,5,1,4,2,5,2
123,4,1,3,3,2,2,45,2
,1,,5,,,,,24
