core
- Sarah Hoffman: 134
- Andy Allan: 106
- Matthijs Melissen: 101
- Simon Poole: 87

innovation
- Wikimedia Foundation Collaboration team: 135
- Telenav: 100
- WhatIsWhere: 60
- OpenTripMap: 45

writing
- Marc Gemis (escada): 87
- Serge Wroclawski: 68
- Anonymaps: 91
- Christoph Hormann (imagico): 100

mapping
- tshedy: 161
- DGerveno: 52
- katpatuka: 95
- Zors1843: 56

community
- Christine Karch: 122
- Andrew Braye: 103
- Rory McCann: 76
- Seppe Santens: 32

latam
- OpenstreetMap Mexico: 112
- Luis Miguel Sánchez Zoque: 69
- Natalia da Silveira Arruda: 137

africa
- Crowd2Map Tanzania: 167
- Samaila Alio and OSM Niger: 71
- tshedy: 121

asia
- State of the Map Asia 2017 organizing team: 129
- indigomc: 61
- Eugene Alvin Villar: 71

ulf
- Russell Deffner: 102
- Ralph Aytoun: 80
- Simon Poole: 110
- Richard Fairhurst: 111

134,1234,4,3,2,1,1,1,13
,1,1,1,2,1,1,,2
,,,,,,1,1,
234,12,4,,,,,,3
1234,12,,4,4,1,3,3,4
3,1,1,4,4,,,,
,,,,,3,,,
3,3,2,2,3,1,1,1,4
24,,1,1,2,,,,24
2,3,1,1,1,1,1,1,4
13,2,24,1,123,2,1,3,1
,,,,,3,,,
123,3,4,3,1,2,2,1,12
2,2,3,3,2,1,1,3,4
,,,,,2,,,
,,,,,3,,,
1,,,,,,,,
2,,,,,1,,,4
2,,3,,,,,,
4,,1,4,4,,,,
3,2,,,2,,3,,
1,1,3,3,2,1,3,3,23
4,1,3,2,3,23,1,1,4
,,,,,,1,,
,,,,,3,,,
4,1,2,1,2,1,1,1,1
,,,,,,,1,
3,2,1,,3,2,1,1,3
3,3,3,3,2,1,2,1,2
3,1,2,1,2,1,1,1,2
124,,3,3,1,,,,34
13,4,4,,,,,,4
4,14,,,,,,1,3
,,,,,2,,,
3,4,,1,,3,13,,1
,,,,,3,,,
2,,1,3,,,,,4
,,,,,3,,,
2,1,4,1,,,3,,4
1,4,1,3,3,1,3,1,2
,,,,,,,1,
1,1,4,3,1,,,,4
,,,,,3,,,
,,,1,,,1,,
3,34,2,12,14,23,13,3,234
,,,1,,,,,
,,,,2,,,2,2
1,4,2,3,3,,,,
,1,,,,,1,,1
4,13,4,,12,13,1,1,12
1,3,1,1,3,,2,,3
,,,,,3,,,
,,,1,,,3,,
3,2,3,1,2,3,1,1,1
,,,,2,,1,,12
,,,,,3,1,,
1,1,2,1,1,3,3,2,2
,,,1,,,3,,
,,,,,,1,,
,,,,,3,,,
1,,4,,3,,,,3
,,,,,3,,,
2,1,2,1,1,1,2,3,1
2,1,24,14,1,2,3,1,4
,,,1,,,1,,2
,,,,3,,,,
4,4,1,2,1,2,1,3,1
,,,,,,,,12
,,,,,3,,,
1,3,3,3,1,2,2,3,1
,,,,,,,3,
,4,,,,,,,
,,,,,3,,,
,,,,,3,,,
124,13,12,1234,23,3,123,,1
,,,,,,1,,
,,,,2,,,,
3,4,1,4,4,,,,3
4,3,2,1,2,,,,4
1,1,4,2,2,1,2,3,1
4,,3,,1,,,,3
1,,4,,1,,,,
4,2,2,3,12,,,,
2,34,,2,,,,,
24,12,,1234,1234,123,123,123,1234
,,,,,3,,,
,,,,,,1,,1
2,14,1,13,13,1,123,23,1
2,3,3,3,1,2,1,1,2
,,,,,3,,,
4,2,3,3,3,,3,,4
123,,4,,,,,,34
34,3,4,,,,,,3
13,,3,,,,,,3
,,,,,3,,,
,,,1,,,3,,
24,234,3,,2,1,2,2,3
,,,,,2,,,
124,,134,,1,1,1,1,4
14,1,,1,,1,13,12,13
2,2,1,1,3,3,1,1,4
1,4,,1,,,3,,
3,12,3,3,3,3,2,1,34
2,1,23,1234,,,,,2
4,2,2,1,1,2,1,1,3
3,1,4,3,2,3,1,2,2
14,2,234,3,12,,3,2,134
13,12,12,1,13,1,13,12,1
,,,,,,1,,
,,,,,3,,,
,,,,,1,,,
3,4,4,3,1,12,3,2,3
,1,1,,3,1,1,,
,,,,,3,,,
,1,,3,,,,,
3,3,1,1,2,3,13,2,13
3,2,3,2,2,1,1,1,1
4,1,3,1,1,1,1,3,4
2,1,4,,4,2,1,1,3
1,1,4,2,1,1,1,1,4
,,,,,3,,,
,,,,,2,,,
1,3,4,2,2,3,3,2,1
1,4,4,134,1,1,1,1,34
4,3,3,,2,,,,2
3,,,1,3,,,,
,,,,,3,,,
,,3,,,,,,
2,12,3,,,,,,
4,1,1,1,2,1,1,1,1
13,2,,4,,,,,
2,4,3,3,1,1,3,1,4
1,12,2,1,3,1,123,,2
,,,,,3,,,
4,1,2,,,,,,3
,,3,3,1,,,,
,2,,3,2,3,,1,
1,2,3,1,1,3,,13,14
3,,,1,2,2,2,,1
4,4,,3,2,13,1,1,1
1,,,,,,1,,
12,1,34,,,,,,4
3,3,4,1,1,3,3,1,4
1234,124,34,1,14,,12,3,34
23,12,3,3,1,1,23,3,34
1,1,3,4,1,2,1,2,1
,,,1,3,,3,,
,,,,,,,1,
23,24,1,23,1,3,1,3,1
2,1,2,1234,,,,,4
3,2,4,3,3,3,1,3,2
,,,,2,,,,2
,,,,,3,1,,
3,2,2,1,2,2,1,1,2
2,2,3,1,1,1,3,2,4
3,3,2,1,3,3,1,3,1
2,3,4,1,1,2,3,2,4
,,,,,,1,,
1,1,4,1,,,123,,1
3,1,4,1,2,3,1,,1
4,2,2,3,2,3,2,1,1
,1,2,,,,,1,
1,,,,,,,,3
4,2,,1,2,,,,3
2,1,3,,,,,,1
1234,124,13,134,14,1,23,2,134
3,3,1,3,3,2,3,3,2
,,,,,3,,,
4,4,4,4,2,3,1,2,2
23,134,1,1234,1,123,123,123,14
1234,1,,2,,,,,
4,1,2,3,3,3,2,3,2
,,,,,,,3,
134,14,34,1234,1234,123,123,123,1234
1,3,4,4,1,3,1,1,1
,1,,,2,1,2,1,1
3,1,4,,,12,1,,3
,,,,,3,,,
13,12,13,13,123,123,123,123,234
,,,,,13,1,1,1
,,,,,3,,,
1,1,4,3,1,1,3,2,4
14,14,4,2,1,,,,3
,,,,,3,,,
12,1,34,,13,,,,34
4,12,4,4,2,1,1,1,1
2,1,4,1,2,2,3,1,1
1,4,4,3,13,1,3,2,3
,,,,,3,,,
14,,4,,13,,,,34
1,1,4,1,4,1,1,1,2
1,1,1,1,2,1,1,1,4
3,2,3,1,2,2,3,2,3
1,2,2,2,4,3,2,2,3
,,,,,3,,,
4,,4,1,2,3,3,1,1
2,2,2,3,2,1,1,1,1
1,1,1,13,2,1,1,1,1
3,2,2,1,2,2,1,123,14
,,,1,,,3,,
123,1,34,1,134,,,,3
34,34,34,24,1,1,1,1,34
1,3,4,1,2,1,1,1,1
,,,,,3,,,
12,1,34,23,2,3,2,,1
,,,,,,,1,
1,1,2,1,1,2,2,1,3
1,2,2,4,1,2,1,,2
,,,1,2,,13,,1
1,2,3,1,1,3,2,3,
1,23,1,4,2,1,1,1,3
1234,1234,1234,1234,1234,123,123,123,1234
2,,,1,2,1,1,,2
1,1,,,,,,2,
4,3,4,3,14,2,13,3,23
2,1,,2,,,,,
,,,1,,,,,
,,,1,,,3,,
2,3,2,14,1,,3,,3
,,,1,,,3,,
3,1,1,1,1,1,1,1,2
4,1,,,,,,,
,,,,,3,,,
3,3,4,,1,3,3,,
2,,4,3,,,3,2,3
,,,,,3,,,
,,,1,,3,13,,
,,,,,3,,,
1,1,3,3,4,,,3,4
,,,1,,,,,
2,1,2,4,1,1,1,2,1
3,1,4,1,1,3,1,,
2,2,1,1,1,1,1,3,1
,,,,,3,,,
,,,,,3,1,,1
,,,,,1,,,
,,,,,3,,,
,,,,,2,,,
34,2,,34,,,,,
,,,,,3,,,
,1,,1,2,,1,,12
,,,,,3,,,
124,,34,,1,,,,34
234,12,23,1234,1234,123,123,123,34
1,13,2,1,23,1,3,2,3
,,,1,,,3,,
2,,3,1,4,3,2,1,2
,,,,,,1,,
14,,3,,1,,,,34
123,,4,14,123,,123,,34
3,2,4,2,1,13,13,1,23
4,2,2,13,1,2,1,1,2
,,,,,,1,,
4,,3,,,,,,34
1,1,2,1,1,3,2,1,2
4,1,1,1,3,2,3,3,2
,,,,,,1,,
,,,,,3,,,
3,3,4,12,2,23,2,1,2
,,,,2,3,,,
4,,1,14,1,3,1,3,3
,,,1,,,3,,
23,1,3,3,13,,,1,134
,,,3,,,,,
,,,,,2,2,,
3,2,1,1,3,2,3,2,2
13,2,23,1,3,2,3,1,1
,,,,,,1,,
,,,,,3,,,
,,,1,,,3,,
4,2,2,2,4,2,3,3,1
4,2,2,3,2,1,1,1,13
,,,1,,,3,,
4,,,1,,,,,
,,,,,3,,,
123,2,3,,1,1,1,1,34
,,,,,3,,,
,,,,2,,,1,12
2,2,3,1,2,2,1,1,2
,134,1,1234,1234,123,123,123,
12,12,2,1,1,1,2,1,4
24,13,1234,13,12,3,12,1,13
14,,134,124,1,,,1,34
,,,,,3,,,
1,4,1,4,2,1,1,3,2
3,3,2,1,3,2,3,1,12
1,2,3,1,3,2,3,1,2
,,,1,,,3,,
1,2,2,3,1,1,1,3,4
,,,1,,,3,,
,,,1,,,,,
,1,2,2,,,,,
,,,1,3,,3,,2
4,1,2,2,,2,,,4
3,3,1,4,4,1,1,2,4
24,12,4,4,,,1,2,2
,,,,,,1,,
2,1,,,,,,,4
1,,3,,23,,1,,1
3,1,,3,1,2,3,1,3
1,2,1,,2,2,1,2,1
4,2,4,4,4,1,1,1,3
,,,,,,1,,
,,4,1,3,,3,,
,,,,,,1,,
,,,,,3,,,
12,1,34,123,13,123,123,23,4
123,12,12,13,1,3,23,13,124
1,2,3,1,2,1,1,2,12
,,,1,,,3,,
4,1,1,3,2,3,3,1,1
,,,1,,,123,,
2,1,3,3,3,,,,4
3,2,1,4,4,2,2,2,1
2,1,,3,3,1,1,3,4
,,,,,3,2,,1
3,1,1,4,4,3,1,,1
12,,24,,1,,,,34
1234,1234,1234,1234,1234,123,123,123,1234
4,4,4,3,1,1,1,1,3
,,,3,,,,,
4,3,3,4,2,1,3,1,3
1,,,3,,,,,
2,2,1,3,2,1,3,3,12
2,,1,3,2,,,,4
,,3,1,,,3,,
1234,34,134,1234,1234,123,123,123,234
2,2,12,,,,,,
3,3,1,4,12,,23,123,12
1,1,,1,3,1,2,2,3
1,3,2,1,1,3,3,3,3
4,,,1,,,123,,1234
,,,,,3,,,
,1,,,2,,1,,2
,,,,2,,,,2
1,3,2,2,4,1,1,1,1
23,24,134,23,13,12,23,23,4
,,,,,3,,,
4,3,2,2,1,3,3,3,3
,,,,,3,1,1,1
2,2,3,4,2,3,3,3,4
,,,,,3,,,
23,1,1,1,3,3,1,2,14
1234,1234,1234,1234,1234,123,123,1,1234
1,1,4,4,2,13,12,2,3
,,,,,3,,,
1,,,,,,,,
2,2,1,1,1,,,1,3
4,2,3,3,,,,,3
1,12,4,1,3,,3,1,3
3,2,4,,1,1,3,13,3
234,3,1,3,2,,,,3
,,,,,3,,,
,,,,,3,,,
,,,,,3,,,
1,,,,1,,,,4
3,3,1,1,123,123,123,123,4
,,,,,,1,,
1,1,4,,1,1,2,,3
2,1,1,1,2,1,1,3,4
,,1,,4,,,,3
12,1,13,1,3,23,13,13,34
4,4,2,2,3,3,1,3,2
2,4,1,,1,,,,4
1,1,1,13,,,3,,34
12,14,34,13,3,,23,23,34
1,3,,1,3,23,3,2,1
2,1,1,1,3,,3,,2
13,13,1,1,1,1,2,1,23
,,,,,3,,,
12,1,24,3,,,,123,3
3,2,3,4,1,1,3,1,2
1,2,3,,3,1,1,1,4
,,,,2,1,123,1,12
3,4,3,3,4,2,2,3,3
13,23,24,3,3,2,3,1,24
,,,,,3,,,
2,4,1,2,1,1,1,1,3
12,34,134,234,1,,,3,34
1,,4,,,,,,34
,,,,,3,,,
4,3,2,1,3,3,3,2,3
3,1,,2,,,,,3
3,1,,,,,,,
,,,,,,1,,
13,23,2,14,12,,,,2
1,1,4,1,2,1,3,3,1
,,,,,3,,,
4,,4,4,,,,,
,,,,,3,1,,1
124,14,14,4,1,,,3,34
,,,,,,1,,
123,,134,13,,,13,,234
,2,2,2,,,,,
,,,,,3,,,
1,1,2,2,2,3,1,3,4
2,1,3,3,1,,3,,4
3,,4,,,,,,3
1,1,4,1,3,,3,3,4
4,2,,1,2,,3,,2
23,2,4,,13,,,,34
,,,1,,,3,,
3,2,1,,1,3,2,1,1
,,,,,,12,,
4,2,2,2,2,2,3,1,1
24,12,3,124,,,,,13
,,,,,,1,,
,,1,1,,,123,,1
,,1,,,,2,1,
,,,,,,,1,
,,,,,3,,,
14,3,4,,,,,,4
1,1,3,,,,1,,
,,,,,,1,,
12,12,1,1,23,1,12,1,23
2,1,,,,,,2,
2,1,3,4,2,1,1,2,4
13,1,3,3,1,1,3,1,2
1,,14,4,1,,,,34
1,1,1,1,2,3,1,1,2
3,3,3,3,1,1,2,1,4
,,,,,3,,,
13,,4,1234,,1,123,123,34
4,,34,,,,,,34
2,2,1,1,2,1,2,1,1
2,2,2,1,2,2,1,2,1
4,1,,3,,,3,2,
4,,2,1,2,3,1,1,1
123,2,14,14,13,1,1,13,134
1,2,1,1,2,1,1,2,2
12,1,24,12,,,,1,1234
1,2,1,1,3,1,2,1,1
,,,,,,1,,1
3,2,2,3,3,3,2,1,1
,,,1,,,3,,
,,,,,3,,,
