core
- Anton Khorev: 97
- Christian Quest: 126
- Paul Norman: 110
- Jake Low: 65

innovation
- Roman Deev: 105
- Brandon Liu: 89
- Eric Theise: 52
- Daniel Schep: 90

writing
- b-unicycling: 93
- Raquel Dezidério Souto: 78
- Brazil Singh: 70
- Pablo Sanxiao and Iria Iglesias: 83

mapping
- Phoebe Adams: 86
- Juan Jose Iglesias Gonzalez: 51
- Samuel Darkwah Manu: 65
- Libor Bednarik: 107

community
- Marco Minghini: 88
- Sawan Shariar: 76
- Jannie Fleur V. Oraño: 144
- Mikko Tamura: 104

team
- UP Resilience Institute YouthMappers: 101
- HeiGIT: 101
- OSM Latam Community: 117
- Grab Maps: 45

ulf
- Sawan Shariar: 68
- Geoffrey Katterega: 98
- Tom Hughes: 101
- Maggie Cawley: 71

12,13,34,4,,4,
3,3,3,4,4,1,1
,,1,4,,2,
,,,,2,,1
,,,,3,,
12,2,2,,,3,
,,,,4,3,
,,,,3,,
,,,,,3,
3,4,1,4,1,2,3
,,,4,,2,2
,,,,3,,
134,,,134,,,
,4,,1,,,4
1234,1234,2,1234,1234,1234,1234
,,,,3,,
4,23,4,,23,3,24
,,,,1,,
3,4,,,,,34
1,1,1,,,,
,2,,,,1,
,,,,3,1,
4,4,1,1,4,1,
12,14,1,14,,,23
1234,1234,1234,34,134,,1234
3,4,2,1,1,2,24
,,3,2,,3,
23,1,1,,,2,
,,,,4,,
134,24,14,4,1234,12,24
,,,,3,,
4,2,4,4,1,1,3
1,1,4,,,3,4
,,2,,,,
234,124,12,4,1,4,3
13,1,4,4,1,3,4
,,2,,4,2,2
1,1,4,1,3,3,4
3,4,1,2,1,2,3
1,4,4,1,3,3,2
34,24,13,14,3,,1234
2,,124,1234,234,123,124
3,1,4,3,1,2,2
,,,,2,2,12
,,,,3,,
,,,,,3,
,,,,,3,
13,,,,,,3
,,,,3,,
2,2,2,1,3,4,4
3,2,3,4,4,2,1
,,,,2,,1
2,4,2,4,1,3,12
1,2,4,4,1,3,4
,,2,,,3,2
4,2,4,1,1,1,4
,,23,,,,
,,,,,1,
,,,,4,1,
4,,,,,2,2
,,3,,2,,1
2,2,4,1,1,3,4
,,,,2,,
,,,,,3,
,,,,,3,
,,,4,4,2,2
134,14,,14,1,2,4
14,34,4,34,24,24,24
,,,,3,,
,,,,3,,
3,3,,,3,1,4
,,,,3,,
3,,,,1,2,
3,3,3,1,4,4,1
,,,,4,,
1,14,14,124,1,,24
2,1,3,,,,
,,3,,4,12,12
,1,,3,,2,2
,,,,4,,
123,1,1,,,,3
1234,1234,2,2,1,2,23
1234,1234,1234,1234,4,14,1234
1,1,4,3,,,1
,,,,,3,
2,2,,,,,
2,2,,1,3,2,2
13,,,1,1,,3
13,1,1,,4,24,3
3,3,3,1,24,3,1
2,,,,,,3
,,,,2,,
,,,,3,,
3,3,3,3,2,1,1
,,,,3,,
3,1,,1,,,
,,,,,1,
,,,,3,,
,,,,3,,
,,,,,1,
2,4,1,3,3,1,3
1,4,1,3,1,3,13
,,1,4,,2,
,,,,,3,
2,,,,,,
23,234,1234,1234,123,134,23
,,,,3,,
14,1,1,3,,2,
1234,1234,1234,1234,1234,1234,1234
4,23,34,123,124,1234,4
14,24,2,,2,3,1
,,,,3,,
,,,,,,2
1,3,2,,3,1,4
,,1,,,2,3
3,1,3,3,2,1,1
1,2,4,34,,,
2,1,3,4,1,2,
,,,,3,,
4,3,3,4,4,1,2
2,3,4,4,4,1,4
2,4,4,2,1,4,2
,,,,,3,
,,2,,,,
,,2,,,,
12,1,1,3,3,2,3
,,,,3,,
1,4,2,4,3,3,3
,,,,2,,1
,,,,,3,
,,,,,3,
,,,2,4,3,
2,3,,,3,14,3
2,1,2,4,2,3,2
,,,,3,,
,,,,3,,
,,2,,,,
2,,,,,,
3,3,2,1,3,1,
,,,,3,,
2,2,2,12,,,
,,,,3,1,2
,,,,2,,1
2,1,4,3,2,3,2
,,2,3,,,
,,,,234,,1
,3,3,,13,1,2
4,,,,4,1,2
12,,,,,2,34
3,124,2,2,2,3,3
3,2,2,1,1,1,2
,,3,,4,,
3,2,,1,1,2,2
,,,,3,,
,,2,4,4,3,
1,,1,,,,
12,2,1,,,24,34
,,,,3,,
,,,,3,,
3,2,4,1,34,14,4
1,3,1,4,3,4,1
,,,4,,,
,,,,4,1,
13,14,4,4,1,1,3
23,12,1,3,1,2,3
123,,,,,,
13,14,12,3,1,12,23
4,3,2,,2,13,1
,,,4,,,
1,1,3,3,1,2,3
2,4,2,2,1,2,3
,,,,3,,
3,3,3,4,3,3,2
,,,,3,,
4,1,34,14,1,1,23
3,3,3,3,3,1,2
3,1,1,1,1,3,3
,,2,,,1,3
,,,,3,,
4,2,124,3,1234,123,3
3,3,3,4,4,1,4
34,,,1,,,
2,1,,,,,
,,3,,,,1
2,,,,,,
123,1234,13,14,24,24,1
2,2,14,,,,
,,,,4,,
,,,,3,,
12,,,,,,
3,1,4,4,12,1,12
,,,,34,1,
,,1,,,2,
2,,,,,,
