4,4,3,2,4,1,3
,1,,,,,
2,3,3,2,,,
2,1,,1,2,,
4,1,2,1,4,24,4
34,12,234,14,,1,13
,4,,,,2,3
,,,,24,2,
134,1,3,1,,1,1
2,1,3,2,3,2,2
3,4,1,1,2,1,3
24,24,134,1,24,14,1
12,,,124,1,2,134
,,,2,,3,
3,1,3,,,1,
1,1,3,4,4,12,4
4,12,,14,,1,13
234,,4,,,,1
,,,,24,2,
,,,,4,,
,,,,24,,
4,4,1,1,3,1,2
,,2,,,,
3,,3,,,,
2,3,1,2,2,2,3
4,13,1,1,1,1,1
,,,,,2,13
4,1,23,3,,1,13
23,24,14,34,1,13,34
2,1,2,4,3,1,3
4,,,,,1,13
3,1,1,4,2,1,3
,,,,24,,
2,1,1,,2,34,3
12,1,4,4,,,
3,1,1,2,1,12,1
,,,,4,,
2,1,1,1,2,1,2
34,1234,3,1234,1234,1,14
2,1,1,1,3,2,4
4,2,3,3,24,12,34
2,34,23,13,13,13,13
,,,,,,3
,,,2,,,
,,,,24,2,
2,1,4,2,3,3,4
2,3,3,2,3,2,3
3,1,1,2,3,1,1
3,,3,,3,1,1
,1,,,,,
,,,,,3,4
,,,2,,,
,1,12,,,,
2,,,,1,1,
1,,2,2,4,1,4
2,2,2,3,4,4,4
34,2,4,,,12,
3,3,1,2,4,2,1
12,12,13,12,2,1,13
34,12,24,134,13,14,123
3,,3,4,,1,1
2,1,23,1,4,1,1
24,124,124,123,1234,123,1234
12,,1,1,4,2,4
1,1,2,2,2,2,4
3,3,4,3,2,2,1
1234,1234,1234,1234,1234,1234,1234
4,3,,,,1,1
2,1,14,1,4,2,2
4,3,24,2,1,23,2
2,,4,3,,3,
,,,,4,,
134,4,134,1,,134,13
34,4,1,23,2,34,4
,,,,,,3
,,,2,,,
3,3,4,2,4,4,4
,,,,,2,
1234,1234,1234,1234,1234,1234,1234
4,3,4,1,,3,3
,1,12,,,,
24,124,234,1234,123,2,134
3,14,3,4,3,1,1
2,1,13,1,1,1,1
3,1,,,,,
23,1,1,2,2,13,24
2,1,2,,,3,24
3,3,3,1,4,3,2
,,,,,2,
3,,3,,,1,3
,1,1,,,,3
2,3,1,4,1,3,4
24,12,13,24,24,,12
,,,,,,3
23,124,34,34,1234,1,3
1,3,2,1,1,3,1
1234,1234,1234,1234,1234,1234,1234
4,14,123,13,,23,3
2,,4,2,,2,3
,,2,,,,
4,3,2,2,2,3,
3,1,4,2,3,2,1
23,3,134,234,4,13,12
34,2,34,134,,1,12
,,,,24,,
1,2,4,1,1,1,3
4,1,1,1,4,1,1
3,,,,,,
2,,,,,2,13
,1,,,,,
23,,,,,1,14
,,,,24,,
2,4,4,3,2,1,4
,,,,,3,4
,,1,,4,2,
1234,1234,1234,1234,1234,1234,1234
2,2,2,1,1,3,1
34,4,3,4,13,1,13
134,12,1,4,3,13,3
2,124,123,234,24,12,13
,,,2,,,
,1,,,,,
,,4,3,,,3
2,1,1,4,2,1,3
,,1,234,3,3,24
2,2,1,2,4,2,4
4,2,3,2,2,2,3
1,3,4,123,134,2,34
24,1234,1234,134,2,12,4
3,24,4,3,,1,13
1,1,1,3,4,1,1
,,,,,,4
4,,4,13,1,1,12
3,1,3,,3,1,3
2,,3,,,13,3
,1,,,124,2,4
4,1,3,,,2,
,,,2,,,
,,,,,,4
2,2,3,12,,12,1
2,3,,23,1,12,12
3,1,,1,,1,1
3,1,2,2,2,3,1
,,3,,,,3
34,3,,1,24,1,
23,1,124,123,4,1,1234
4,1,1,34,4,2,134
,,,2,,,
,,,2,,,
,,2,,,,
,,,2,,,
234,124,124,134,4,13,13
,,,,4,,
3,,3,3,1,1,2
3,1,3,1,2,1,1
1234,1234,1234,1234,1234,1234,1234
3,,,,24,2,3
2,,,4,,2,
3,3,2,4,4,2,2
2,2,4,1,1,3,1
23,14,4,,1,1,3
14,13,1,4,2,2,4
2,2,3,,2,2,
23,4,2,1,4,2,24
2,13,,2,3,12,34
2,4,1,4,14,1,3
23,234,12,34,4,3,23
4,1,3,1,2,1,3
2,,12,1,,3,1
2,4,1,2,1,3,1
3,1,1,2,3,3,2
4,3,3,1,,1,3
2,1,3,3,4,2,3
4,,,1,,1,12
4,1234,23,134,4,13,34
,,,2,,,
4,1,3,1,1,1,1
2,3,,,,3,
,,,2,,,
2,,4,,,,3
3,3,4,1,1,2,3
3,4,24,2,1,1,14
4,,3,3,2,1,1
12,14,234,2,24,23,4
,1,,,,,
3,1,3,14,2,1,12
3,2,4,3,3,1,2
,,,,24,2,
34,14,124,23,14,34,13
,,,2,,,
3,3,4,2,1,3,2
2,,12,2,4,1,4
,,,2,4,,4
2,1,1,,,,
2,3,2,4,2,1,3
,,3,2,24,1,4
4,2,1,4,4,1,1
1,3,3,2,1,1,1
24,14,13,1234,,14,123
,,1,,4,,
2,1,1,2,,3,3
2,1,,4,,,13
4,1,3,2,1,3,1
3,1,2,2,3,1,4
,1,,,,,
4,,,2,4,4,
24,1,,14,,,3
3,1,3,,2,1,13
2,2,1,1,2,2,3
3,1,3,1,3,1,1
34,1,,24,24,12,234
,,,,4,,
,,4,13,,1,3
,,2,,,,
134,124,4,14,,1,13
12,2,4,123,,23,3
1234,234,234,1234,134,24,134
3,,,,,1,3
2,1,2,2,3,3,2
23,12,234,12,24,12,124
